file,method,pages,body_chars,total_lines,non_empty_lines,short_lines,garbage_chars,garbled_seqs,empty_ratio,score,issues
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-001.md,beautifulsoup (eli-subdivision parsing),0,3038,31,16,0,0,0,0.484,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-002.md,beautifulsoup (eli-subdivision parsing),0,18208,209,105,0,0,0,0.498,93,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-003.md,beautifulsoup (eli-subdivision parsing),0,1631,11,6,0,0,0,0.455,96,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-004.md,beautifulsoup (eli-subdivision parsing),0,1464,11,6,0,0,0,0.455,96,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-005.md,beautifulsoup (eli-subdivision parsing),0,4041,43,22,0,0,0,0.488,93,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-006.md,beautifulsoup (eli-subdivision parsing),0,1307,11,6,0,0,0,0.455,96,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-007.md,beautifulsoup (eli-subdivision parsing),0,844,13,7,0,0,0,0.462,95,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-008.md,beautifulsoup (eli-subdivision parsing),0,1269,11,6,0,0,0,0.455,96,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-009.md,beautifulsoup (eli-subdivision parsing),0,1139,9,5,0,0,0,0.444,97,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-010.md,beautifulsoup (eli-subdivision parsing),0,9586,81,41,0,0,0,0.494,93,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-011.md,beautifulsoup (eli-subdivision parsing),0,3904,35,18,0,0,0,0.486,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-012.md,beautifulsoup (eli-subdivision parsing),0,1125,13,7,0,0,0,0.462,95,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-013.md,beautifulsoup (eli-subdivision parsing),0,4273,33,17,0,0,0,0.485,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-014.md,beautifulsoup (eli-subdivision parsing),0,4011,29,15,0,0,0,0.483,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-015.md,beautifulsoup (eli-subdivision parsing),0,3475,33,17,0,0,0,0.485,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-016.md,beautifulsoup (eli-subdivision parsing),0,4427,25,13,0,0,0,0.48,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-017.md,beautifulsoup (eli-subdivision parsing),0,1424,11,6,0,0,0,0.455,96,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-018.md,beautifulsoup (eli-subdivision parsing),0,1423,15,8,0,0,0,0.467,95,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-019.md,beautifulsoup (eli-subdivision parsing),0,861,9,5,0,0,0,0.444,97,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-020.md,beautifulsoup (eli-subdivision parsing),0,870,7,4,0,0,0,0.429,98,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-021.md,beautifulsoup (eli-subdivision parsing),0,294,5,3,0,0,0,0.4,100,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-022.md,beautifulsoup (eli-subdivision parsing),0,609,13,7,0,0,0,0.462,95,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-023.md,beautifulsoup (eli-subdivision parsing),0,570,5,3,0,0,0,0.4,100,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-024.md,beautifulsoup (eli-subdivision parsing),0,5999,83,42,0,0,0,0.494,93,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-025.md,beautifulsoup (eli-subdivision parsing),0,234,5,3,0,0,0,0.4,100,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-026.md,beautifulsoup (eli-subdivision parsing),0,1621,11,6,0,0,0,0.455,96,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-027.md,beautifulsoup (eli-subdivision parsing),0,1190,11,6,0,0,0,0.455,96,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-028.md,beautifulsoup (eli-subdivision parsing),0,2261,19,10,0,0,0,0.474,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-029.md,beautifulsoup (eli-subdivision parsing),0,2069,29,15,0,0,0,0.483,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-030.md,beautifulsoup (eli-subdivision parsing),0,953,21,11,0,0,0,0.476,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-031.md,beautifulsoup (eli-subdivision parsing),0,2445,21,11,0,0,0,0.476,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-032.md,beautifulsoup (eli-subdivision parsing),0,1658,13,7,0,0,0,0.462,95,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-033.md,beautifulsoup (eli-subdivision parsing),0,1106,13,7,0,0,0,0.462,95,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-034.md,beautifulsoup (eli-subdivision parsing),0,1319,11,6,0,0,0,0.455,96,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-035.md,beautifulsoup (eli-subdivision parsing),0,5796,47,24,0,0,0,0.489,93,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-036.md,beautifulsoup (eli-subdivision parsing),0,664,7,4,0,0,0,0.429,98,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-037.md,beautifulsoup (eli-subdivision parsing),0,676,9,5,0,0,0,0.444,97,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-038.md,beautifulsoup (eli-subdivision parsing),0,4479,29,15,0,0,1,0.483,89,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-039.md,beautifulsoup (eli-subdivision parsing),0,1011,7,4,0,0,0,0.429,98,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-040.md,beautifulsoup (eli-subdivision parsing),0,5650,33,17,0,0,0,0.485,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-041.md,beautifulsoup (eli-subdivision parsing),0,2726,15,8,0,0,0,0.467,95,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-042.md,beautifulsoup (eli-subdivision parsing),0,6950,49,25,0,0,0,0.49,93,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-043.md,beautifulsoup (eli-subdivision parsing),0,2625,15,8,0,0,0,0.467,95,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-044.md,beautifulsoup (eli-subdivision parsing),0,2232,27,14,0,0,0,0.481,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-045.md,beautifulsoup (eli-subdivision parsing),0,387,7,4,0,0,0,0.429,98,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-046.md,beautifulsoup (eli-subdivision parsing),0,214,5,3,0,0,0,0.4,100,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-047.md,beautifulsoup (eli-subdivision parsing),0,2635,21,11,0,0,0,0.476,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-048.md,beautifulsoup (eli-subdivision parsing),0,8619,55,28,0,0,0,0.491,93,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-049.md,beautifulsoup (eli-subdivision parsing),0,1791,13,7,0,0,0,0.462,95,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-050.md,beautifulsoup (eli-subdivision parsing),0,1451,9,5,0,0,0,0.444,97,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-051.md,beautifulsoup (eli-subdivision parsing),0,2084,15,8,0,0,0,0.467,95,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-052.md,beautifulsoup (eli-subdivision parsing),0,1062,23,12,0,0,0,0.478,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-053.md,beautifulsoup (eli-subdivision parsing),0,1254,17,9,0,0,0,0.471,95,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-054.md,beautifulsoup (eli-subdivision parsing),0,1562,11,6,0,0,0,0.455,96,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-055.md,beautifulsoup (eli-subdivision parsing),0,1235,7,4,0,0,0,0.429,98,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-056.md,beautifulsoup (eli-subdivision parsing),0,3806,31,16,0,0,0,0.484,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-057.md,beautifulsoup (eli-subdivision parsing),0,1017,11,6,0,0,0,0.455,96,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-058.md,beautifulsoup (eli-subdivision parsing),0,6850,61,31,0,0,0,0.492,93,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-059.md,beautifulsoup (eli-subdivision parsing),0,3983,35,18,0,0,0,0.486,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-060.md,beautifulsoup (eli-subdivision parsing),0,2394,27,14,0,0,0,0.481,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-061.md,beautifulsoup (eli-subdivision parsing),0,2690,29,15,0,0,0,0.483,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-062.md,beautifulsoup (eli-subdivision parsing),0,1494,19,10,0,0,0,0.474,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-063.md,beautifulsoup (eli-subdivision parsing),0,312,5,3,0,0,0,0.4,100,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-064.md,beautifulsoup (eli-subdivision parsing),0,3630,27,14,0,0,0,0.481,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-065.md,beautifulsoup (eli-subdivision parsing),0,594,7,4,0,0,0,0.429,98,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-066.md,beautifulsoup (eli-subdivision parsing),0,5293,31,16,0,0,0,0.484,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-067.md,beautifulsoup (eli-subdivision parsing),0,2986,31,16,0,0,0,0.484,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-068.md,beautifulsoup (eli-subdivision parsing),0,1993,19,10,0,0,0,0.474,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-069.md,beautifulsoup (eli-subdivision parsing),0,2460,29,15,0,0,0,0.483,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-070.md,beautifulsoup (eli-subdivision parsing),0,1155,7,4,0,0,0,0.429,98,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-071.md,beautifulsoup (eli-subdivision parsing),0,1712,15,8,0,0,0,0.467,95,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-072.md,beautifulsoup (eli-subdivision parsing),0,1481,17,9,0,0,0,0.471,95,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-073.md,beautifulsoup (eli-subdivision parsing),0,3640,25,13,0,0,0,0.48,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-074.md,beautifulsoup (eli-subdivision parsing),0,8392,53,27,0,0,0,0.491,93,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-075.md,beautifulsoup (eli-subdivision parsing),0,316,5,3,0,0,0,0.4,100,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-076.md,beautifulsoup (eli-subdivision parsing),0,3559,37,19,0,0,0,0.486,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-077.md,beautifulsoup (eli-subdivision parsing),0,1406,21,11,0,0,0,0.476,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-078.md,beautifulsoup (eli-subdivision parsing),0,2050,29,15,0,0,0,0.483,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-079.md,beautifulsoup (eli-subdivision parsing),0,334,5,3,0,0,0,0.4,100,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-080.md,beautifulsoup (eli-subdivision parsing),0,534,5,3,0,0,0,0.4,100,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-081.md,beautifulsoup (eli-subdivision parsing),0,1683,17,9,0,0,0,0.471,95,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-082.md,beautifulsoup (eli-subdivision parsing),0,5448,37,19,0,0,0,0.486,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-083.md,beautifulsoup (eli-subdivision parsing),0,1561,9,5,0,0,0,0.444,97,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-084.md,beautifulsoup (eli-subdivision parsing),0,7344,47,24,0,0,0,0.489,93,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-085.md,beautifulsoup (eli-subdivision parsing),0,724,7,4,0,0,0,0.429,98,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-086.md,beautifulsoup (eli-subdivision parsing),0,1673,19,10,0,0,0,0.474,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-087.md,beautifulsoup (eli-subdivision parsing),0,3656,43,22,0,0,0,0.488,93,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-088.md,beautifulsoup (eli-subdivision parsing),0,4001,31,16,0,0,0,0.484,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-089.md,beautifulsoup (eli-subdivision parsing),0,830,13,7,0,0,0,0.462,95,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-090.md,beautifulsoup (eli-subdivision parsing),0,3891,21,11,0,0,0,0.476,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-091.md,beautifulsoup (eli-subdivision parsing),0,1967,11,6,0,0,0,0.455,96,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-092.md,beautifulsoup (eli-subdivision parsing),0,1502,9,5,0,0,0,0.444,97,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-093.md,beautifulsoup (eli-subdivision parsing),0,2148,11,6,0,0,0,0.455,96,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-094.md,beautifulsoup (eli-subdivision parsing),0,1870,13,7,0,0,0,0.462,95,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-095.md,beautifulsoup (eli-subdivision parsing),0,1398,21,11,0,0,0,0.476,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-096.md,beautifulsoup (eli-subdivision parsing),0,509,5,3,0,0,0,0.4,100,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-097.md,beautifulsoup (eli-subdivision parsing),0,525,7,4,0,0,0,0.429,98,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-098.md,beautifulsoup (eli-subdivision parsing),0,442,5,3,0,0,0,0.4,100,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-099.md,beautifulsoup (eli-subdivision parsing),0,1974,21,11,0,0,0,0.476,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-100.md,beautifulsoup (eli-subdivision parsing),0,7310,85,43,0,0,0,0.494,93,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-101.md,beautifulsoup (eli-subdivision parsing),0,405,5,3,0,0,0,0.4,100,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-102.md,beautifulsoup (eli-subdivision parsing),0,1494,17,9,0,0,0,0.471,95,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-103.md,beautifulsoup (eli-subdivision parsing),0,326,7,4,0,0,0,0.429,98,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-104.md,beautifulsoup (eli-subdivision parsing),0,530,7,4,0,0,0,0.429,98,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-105.md,beautifulsoup (eli-subdivision parsing),0,457,5,3,0,0,0,0.4,100,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-106.md,beautifulsoup (eli-subdivision parsing),0,489,5,3,0,0,0,0.4,100,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-107.md,beautifulsoup (eli-subdivision parsing),0,820,13,7,0,0,0,0.462,95,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-108.md,beautifulsoup (eli-subdivision parsing),0,2136,15,8,0,0,0,0.467,95,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-109.md,beautifulsoup (eli-subdivision parsing),0,201,5,3,0,0,0,0.4,100,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-110.md,beautifulsoup (eli-subdivision parsing),0,3693,27,14,0,0,0,0.481,94,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-111.md,beautifulsoup (eli-subdivision parsing),0,563,5,3,0,0,0,0.4,100,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-112.md,beautifulsoup (eli-subdivision parsing),0,1749,15,8,0,0,0,0.467,95,
aria/knowledge/eu/01-regulation/ivdr-2017-746/article-113.md,beautifulsoup (eli-subdivision parsing),0,2788,71,36,0,0,0,0.493,93,
aria/knowledge/eu/01-regulation/ivdr-2017-746/preamble.md,beautifulsoup (eli-subdivision parsing),0,726,21,11,0,0,4,0.476,74,garbled_sequences:4
aria/knowledge/eu/01-regulation/ivdr-2017-746/recitals.md,beautifulsoup (eli-subdivision parsing),0,48979,201,101,0,0,0,0.498,93,
aria/knowledge/eu/01-regulation/mdr-2017-745/annex-I.md,beautifulsoup (eli-subdivision parsing),0,52415,542,271,1,0,16,0.5,72,garbled_sequences:16
aria/knowledge/eu/01-regulation/mdr-2017-745/annex-II.md,beautifulsoup (eli-subdivision parsing),0,11931,136,68,1,0,21,0.5,70,garbled_sequences:21
aria/knowledge/eu/01-regulation/mdr-2017-745/annex-III.md,beautifulsoup (eli-subdivision parsing),0,2881,47,24,0,0,3,0.489,78,garbled_sequences:3
aria/knowledge/eu/01-regulation/mdr-2017-745/annex-IV.md,beautifulsoup (eli-subdivision parsing),0,1867,25,13,0,0,2,0.48,84,
aria/knowledge/eu/01-regulation/mdr-2017-745/annex-IX.md,beautifulsoup (eli-subdivision parsing),0,37198,241,121,0,0,18,0.498,73,garbled_sequences:18
aria/knowledge/eu/01-regulation/mdr-2017-745/annex-V.md,beautifulsoup (eli-subdivision parsing),0,527,12,8,0,0,2,0.333,90,
aria/knowledge/eu/01-regulation/mdr-2017-745/annex-VI.md,beautifulsoup (eli-subdivision parsing),0,21704,369,185,0,0,30,0.499,73,garbled_sequences:30
aria/knowledge/eu/01-regulation/mdr-2017-745/annex-VII.md,beautifulsoup (eli-subdivision parsing),0,60687,695,348,0,0,13,0.499,73,garbled_sequences:13
aria/knowledge/eu/01-regulation/mdr-2017-745/annex-VIII.md,beautifulsoup (eli-subdivision parsing),0,18491,269,135,0,0,22,0.498,73,garbled_sequences:22
aria/knowledge/eu/01-regulation/mdr-2017-745/annex-X.md,beautifulsoup (eli-subdivision parsing),0,7164,65,33,0,0,3,0.492,78,garbled_sequences:3
aria/knowledge/eu/01-regulation/mdr-2017-745/annex-XI.md,beautifulsoup (eli-subdivision parsing),0,13780,143,72,0,0,10,0.497,73,garbled_sequences:10
aria/knowledge/eu/01-regulation/mdr-2017-745/annex-XII.md,beautifulsoup (eli-subdivision parsing),0,5437,67,39,0,0,9,0.418,79,garbled_sequences:9
aria/knowledge/eu/01-regulation/mdr-2017-745/annex-XIII.md,beautifulsoup (eli-subdivision parsing),0,5685,26,20,0,0,3,0.231,85,garbled_sequences:3
aria/knowledge/eu/01-regulation/mdr-2017-745/annex-XIV.md,beautifulsoup (eli-subdivision parsing),0,8329,95,48,0,0,8,0.495,73,garbled_sequences:8
aria/knowledge/eu/01-regulation/mdr-2017-745/annex-XV.md,beautifulsoup (eli-subdivision parsing),0,21387,217,109,0,0,14,0.498,73,garbled_sequences:14
aria/knowledge/eu/01-regulation/mdr-2017-745/annex-XVI.md,beautifulsoup (eli-subdivision parsing),0,1514,21,14,0,0,7,0.333,80,garbled_sequences:7
aria/knowledge/eu/01-regulation/mdr-2017-745/annex-XVII.md,beautifulsoup (eli-subdivision parsing),0,3674,74,72,0,0,2,0.027,90,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-001.md,beautifulsoup (eli-subdivision parsing),0,9014,65,33,0,0,0,0.492,93,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-002.md,beautifulsoup (eli-subdivision parsing),0,19197,219,110,0,0,0,0.498,93,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-003.md,beautifulsoup (eli-subdivision parsing),0,407,5,3,0,0,0,0.4,100,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-004.md,beautifulsoup (eli-subdivision parsing),0,1652,11,6,0,0,0,0.455,96,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-005.md,beautifulsoup (eli-subdivision parsing),0,3602,41,21,0,0,0,0.488,93,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-006.md,beautifulsoup (eli-subdivision parsing),0,1305,11,6,0,0,0,0.455,96,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-007.md,beautifulsoup (eli-subdivision parsing),0,844,13,7,0,0,0,0.462,95,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-008.md,beautifulsoup (eli-subdivision parsing),0,1418,11,6,0,0,0,0.455,96,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-009.md,beautifulsoup (eli-subdivision parsing),0,1390,11,6,0,0,0,0.455,96,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-010.md,beautifulsoup (eli-subdivision parsing),0,9632,81,41,0,0,0,0.494,93,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-011.md,beautifulsoup (eli-subdivision parsing),0,3912,35,18,0,0,0,0.486,94,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-012.md,beautifulsoup (eli-subdivision parsing),0,1125,13,7,0,0,0,0.462,95,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-013.md,beautifulsoup (eli-subdivision parsing),0,4272,33,17,0,0,0,0.485,94,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-014.md,beautifulsoup (eli-subdivision parsing),0,4018,29,15,0,0,0,0.483,94,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-015.md,beautifulsoup (eli-subdivision parsing),0,3500,35,18,0,0,0,0.486,94,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-016.md,beautifulsoup (eli-subdivision parsing),0,4419,25,13,0,0,0,0.48,94,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-017.md,beautifulsoup (eli-subdivision parsing),0,5237,51,26,0,0,0,0.49,93,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-018.md,beautifulsoup (eli-subdivision parsing),0,2317,21,11,0,0,0,0.476,94,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-019.md,beautifulsoup (eli-subdivision parsing),0,1466,11,6,0,0,0,0.455,96,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-020.md,beautifulsoup (eli-subdivision parsing),0,1430,15,8,0,0,0,0.467,95,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-021.md,beautifulsoup (eli-subdivision parsing),0,1418,17,9,0,0,0,0.471,95,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-022.md,beautifulsoup (eli-subdivision parsing),0,3552,25,13,0,0,0,0.48,94,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-023.md,beautifulsoup (eli-subdivision parsing),0,870,7,4,0,0,0,0.429,98,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-024.md,beautifulsoup (eli-subdivision parsing),0,294,5,3,0,0,0,0.4,100,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-025.md,beautifulsoup (eli-subdivision parsing),0,609,13,7,0,0,0,0.462,95,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-026.md,beautifulsoup (eli-subdivision parsing),0,544,5,3,0,0,0,0.4,100,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-027.md,beautifulsoup (eli-subdivision parsing),0,6281,89,45,0,0,0,0.494,93,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-028.md,beautifulsoup (eli-subdivision parsing),0,1001,11,6,0,0,0,0.455,96,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-029.md,beautifulsoup (eli-subdivision parsing),0,2095,13,7,0,0,0,0.462,95,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-030.md,beautifulsoup (eli-subdivision parsing),0,1224,11,6,0,0,0,0.455,96,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-031.md,beautifulsoup (eli-subdivision parsing),0,2295,19,10,0,0,0,0.474,94,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-032.md,beautifulsoup (eli-subdivision parsing),0,2166,29,15,0,0,0,0.483,94,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-033.md,beautifulsoup (eli-subdivision parsing),0,4549,47,24,0,0,0,0.489,93,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-034.md,beautifulsoup (eli-subdivision parsing),0,1051,9,5,0,0,0,0.444,97,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-035.md,beautifulsoup (eli-subdivision parsing),0,2401,21,11,0,0,0,0.476,94,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-036.md,beautifulsoup (eli-subdivision parsing),0,1657,13,7,0,0,0,0.462,95,
aria/knowledge/eu/01-regulation/mdr-2017-745/article-037.md,beautifulsoup (eli-subdivision parsing),0,1106,13,7,0,0,0,0.462,95,
